loc,type,provider,estimate,RIN
3,T2,24.0,5.0,
3,T3,24.0,5.0,
3,T1,24.0,5.0,8.4
3,T2,24.0,5.0,8.2
6,T5,3.0,5.0,9.0
6,T1,24.0,5.0,8.8
6,T3,24.0,5.0,8.5
9,T1,4.0,5.0,9.8
11,T1,3.0,5.0,
11,T2,3.0,5.0,9.4
11,T5,3.0,5.0,8.9
13,T4,24.0,5.0,9.8
13,T4,24.0,5.0,9.5
13,T5,24.0,5.0,9.8
26,T2,4.0,5.0,9.8
26,T1,24.0,5.0,9.5
56,T2,17.0,5.0,
95,T1,24.0,5.0,9.8
99,B1,5.0,5.0,8.6
99,B2,5.0,5.0,
99,T1,24.0,5.0,8.7
9,A,32.0,5.0,
4,A,25.0,5.0,8.2
11,A,25.0,5.0,8.0
27,A,25.0,5.0,8.8
28,A,25.0,5.0,8.4
53,A,25.0,5.0,8.4
54,A,25.0,5.0,9.5
5,A,33.0,5.0,8.6
9,A,32.0,5.0,
9,A,32.0,5.0,
9,A,32.0,5.0,
27,A,32.0,5.0,9.0
27,A,32.0,5.0,
1,T2,3.0,5.0,9.5
2,T1,4.0,5.0,10.0
2,T1,17.0,5.0,9.6
2,T2,17.0,5.0,9.8
3,T5,3.0,5.0,
4,T1,4.0,5.0,
4,T2,4.0,5.0,8.7
4,T1,24.0,5.0,9.0
6,S1,4.0,5.0,9.9
6,S2,4.0,5.0,
7,T2,3.0,5.0,
13,T5,24.0,5.0,
17,T2,4.0,5.0,9.5
21,T2,24.0,5.0,9.8
32,S1,4.0,5.0,
32,S2,4.0,5.0,9.6
55,S1,3.0,5.0,8.9
55,S2,3.0,5.0,9.5
66,T1,4.0,5.0,8.8
95,C1,4.0,5.0,9.7
99,T1,24.0,5.0,8.9
2,T2,24.0,5.0,
2,T1,17.0,5.0,
2,T2,17.0,5.0,
2,T2,17.0,5.0,9.0
3,T2,17.0,5.0,
4,T1,24.0,5.0,9.3
4,T2,4.0,5.0,
8,T4,17.0,5.0,
21,T1,17.0,5.0,10.0
21,T2,17.0,5.0,
21,T4,17.0,5.0,9.7
65,B2,17.0,5.0,10.0
67,T2,17.0,5.0,9.4
95,T1,17.0,5.0,9.6
99,B1,24.0,5.0,8.0
99,B2,24.0,5.0,
53,A,33.0,4.0,7.5
54,A,33.0,4.0,7.1
65,B2,9.0,5.0,8.6
4,A,25.0,5.0,9.6
7,A,25.0,5.0,8.1
9,A,25.0,5.0,8.5
11,A,25.0,5.0,8.2
12,A,25.0,5.0,
21,A,25.0,5.0,
27,A,25.0,5.0,8.7
47,A,25.0,5.0,8.5
99,A,25.0,5.0,8.4
12,A,25.0,5.0,8.6
21,A,25.0,5.0,9.7
27,A,32.0,5.0,8.5
81,A,33.0,5.0,9.7
27,A,32.0,5.0,
4,A,33.0,5.0,
10,A,33.0,5.0,
13,T5,24.0,5.0,9.6
26,T1,24.0,5.0,
53,A,25.0,4.0,7.7
53,A,25.0,4.0,7.7
54,A,25.0,4.0,7.7
21,T1,24.0,5.0,9.1
88,S1,4.0,5.0,9.5
95,T1,3.0,5.0,9.9
22,T1,4.0,5.0,8.1
68,B2,9.0,5.0,9.3
68,B2,9.0,5.0,
88,T1,4.0,5.0,9.7
95,T1,4.0,5.0,10.0
9,A,32.0,5.0,9.0
27,A,32.0,5.0,
8,T1,4.0,5.0,9.6
94,T1,4.0,5.0,9.0
95,T1,4.0,5.0,9.8
4,T1,4.0,5.0,8.9
4,T2,4.0,5.0,9.5
4,T1,4.0,5.0,9.2
4,T2,4.0,5.0,8.6
4,T5,4.0,5.0,9.4
4,T1,4.0,5.0,8.6
10,T1,3.0,5.0,8.3
10,T2,3.0,5.0,9.0
10,T2,3.0,5.0,9.2
4,A,25.0,5.0,8.1
47,T1,4.0,5.0,
68,B2,9.0,5.0,9.3
2,T1,4.0,5.0,9.1
2,T2,4.0,5.0,
18,T2,17.0,5.0,8.3
1,T1,4.0,5.0,8.3
2,T1,17.0,5.0,9.0
2,T1,4.0,5.0,9.2
2,T2,4.0,5.0,8.9
2,T1,4.0,5.0,8.7
2,T2,4.0,5.0,8.9
3,T1,4.0,5.0,9.1
3,T2,4.0,5.0,9.8
5,T1,4.0,5.0,8.9
5,T2,4.0,5.0,8.9
5,T4,4.0,5.0,9.8
5,T5,4.0,5.0,10.0
7,T3,4.0,5.0,9.2
11,T1,3.0,5.0,9.3
11,T3,3.0,5.0,9.9
12,T2,4.0,5.0,9.2
13,T5,3.0,5.0,9.3
15,T3,4.0,5.0,9.4
15,T4,4.0,5.0,9.5
73,T2,17.0,5.0,9.4
82,B1,17.0,5.0,
82,B2,17.0,5.0,9.5
99,T1,3.0,5.0,8.5
4,T2,4.0,5.0,8.9
67,T2,4.0,5.0,8.3
4,T3,4.0,5.0,9.4
8,T1,4.0,5.0,9.5
8,T1,4.0,5.0,8.0
13,T5,4.0,5.0,9.0
62,T5,3.0,5.0,9.8
65,T5,4.0,5.0,9.8
65,T1,4.0,5.0,9.9
65,T4,4.0,5.0,9.4
65,T5,4.0,5.0,9.5
27,A,32.0,5.0,8.5
53,A,25.0,5.0,8.8
54,A,25.0,5.0,8.7
9,A,32.0,5.0,10.0
27,A,32.0,5.0,8.5
27,A,32.0,5.0,8.9
80,A,32.0,4.0,7.8
97,A,25.0,4.0,7.0
27,A,25.0,5.0,8.8
9,A,32.0,5.0,8.8
3,T4,4.0,5.0,8.5
12,T2,4.0,5.0,9.2
65,T5,24.0,5.0,8.4
99,T1,4.0,5.0,8.4
1,T2,3.0,5.0,
2,B1,24.0,5.0,9.4
2,B4,24.0,5.0,8.5
4,T1,4.0,5.0,8.7
5,T3,3.0,5.0,8.8
1,T1,4.0,5.0,8.1
1,T2,4.0,5.0,8.9
2,T3,4.0,5.0,9.2
4,T1,4.0,5.0,8.5
9,T1,4.0,5.0,8.5
13,T2,4.0,5.0,
13,T4,4.0,5.0,8.6
13,T4,4.0,5.0,
13,T5,4.0,5.0,
62,T4,3.0,5.0,
5,T1,4.0,5.0,8.3
5,T2,4.0,5.0,8.5
5,T5,4.0,5.0,9.4
99,T1,4.0,5.0,8.1
65,B2,9.0,5.0,8.4
68,B2,9.0,5.0,9.1
21,A,25.0,4.0,7.9
53,A,25.0,4.0,7.5
27,A,32.0,5.0,8.5
29,A,25.0,5.0,8.5
1,T2,18.0,5.0,9.1
1,T2,18.0,5.0,9.2
2,T1,4.0,5.0,8.6
2,T1,4.0,5.0,8.7
2,T2,4.0,5.0,9.7
2,T4,4.0,5.0,9.3
2,T5,4.0,5.0,9.6
3,T3,4.0,5.0,9.1
5,T4,3.0,5.0,
7,T1,4.0,5.0,9.5
9,T1,4.0,5.0,8.5
9,T2,4.0,5.0,9.7
13,T1,1.0,5.0,9.3
13,T2,1.0,5.0,10.0
13,T5,3.0,5.0,9.7
17,T1,3.0,5.0,9.2
17,T2,3.0,5.0,9.6
26,T2,3.0,5.0,9.4
55,B2,4.0,5.0,9.2
95,T1,4.0,5.0,9.6
1,T2,18.0,5.0,9.9
1,T5,18.0,5.0,9.4
1,T2,18.0,5.0,9.9
1,T2,18.0,5.0,9.7
7,T1,18.0,5.0,10.0
24,S1,18.0,5.0,8.8
24,T6,18.0,5.0,8.8
12,T1,4.0,5.0,9.1
4,T1,4.0,5.0,9.3
4,T2,4.0,5.0,9.7
8,S2,17.0,5.0,9.2
11,T1,1.0,5.0,9.5
11,T2,1.0,5.0,10.0
13,T5,1.0,5.0,9.7
55,S2,3.0,5.0,9.9
55,S2,1.0,5.0,9.7
4,A,33.0,5.0,8.8
9,A,33.0,5.0,9.3
11,A,33.0,5.0,8.5
26,A,33.0,5.0,8.7
68,A,33.0,5.0,8.2
1,T4,4.0,5.0,8.6
2,T1,4.0,5.0,8.6
2,T4,4.0,5.0,9.1
2,T3,4.0,5.0,9.7
2,T2,18.0,5.0,9.5
5,T5,3.0,5.0,9.9
9,T1,3.0,5.0,9.5
25,T4,4.0,5.0,9.5
26,T1,3.0,5.0,10.0
26,T1,18.0,5.0,10.0
55,S1,3.0,5.0,9.6
55,S2,3.0,5.0,9.2
55,T4,4.0,5.0,9.7
95,T1,4.0,5.0,9.3
99,T1,4.0,5.0,8.6
99,T1,4.0,5.0,8.8
1,T1,18.0,5.0,8.9
1,T1,18.0,5.0,9.0
27,A,32.0,5.0,8.8
97,A,33.0,4.0,7.3
97,A,25.0,4.0,7.4
30,A,33.0,4.0,7.6
2,T2,4.0,5.0,8.5
2,T1,18.0,5.0,
3,T2,3.0,5.0,
65,T5,3.0,5.0,
1,T2,17.0,5.0,
1,T4,17.0,5.0,8.7
2,T1,17.0,5.0,9.8
2,T2,17.0,5.0,9.4
2,T1,24.0,5.0,9.2
2,T2,24.0,5.0,8.9
4,T1,4.0,5.0,9.7
4,T2,4.0,5.0,9.2
4,T1,24.0,5.0,10.0
12,T1,1.0,5.0,
12,T2,1.0,5.0,8.9
18,T1,1.0,5.0,9.3
18,T2,1.0,5.0,9.2
19,T1,24.0,5.0,9.5
55,S1,1.0,5.0,9.8
65,T2,17.0,5.0,8.8
94,T1,1.0,5.0,8.9
95,T1,17.0,5.0,9.4
9,A,32.0,5.0,8.6
21,A,33.0,5.0,8.4
98,S2,18.0,5.0,8.9
75,A,33.0,5.0,8.2
68,A,33.0,5.0,8.7
1,T2,24.0,5.0,7.9
1,T2,18.0,5.0,8.2
2,T1,24.0,5.0,8.9
4,T1,24.0,5.0,8.8
12,T1,24.0,5.0,8.9
56,B1,17.0,5.0,
2,T1,17.0,5.0,8.6
2,T2,17.0,5.0,
2,T4,17.0,5.0,
2,T1,17.0,5.0,
2,T2,17.0,5.0,
2,T4,17.0,5.0,8.7
1,T2,17.0,5.0,8.3
1,T2,1.0,5.0,
1,T2,1.0,5.0,8.5
1,T2,24.0,5.0,9.5
1,T2,1.0,5.0,9.5
2,T1,17.0,5.0,9.6
2,T2,17.0,5.0,9.0
2,T1,24.0,5.0,8.3
2,T2,24.0,5.0,9.3
2,T1,1.0,5.0,
2,T2,1.0,5.0,
4,T1,24.0,5.0,
5,T1,17.0,5.0,8.0
5,T2,17.0,5.0,
7,T1,24.0,5.0,8.4
7,T2,24.0,5.0,
8,T4,17.0,5.0,
11,T1,24.0,5.0,8.5
11,T2,24.0,5.0,9.2
25,T1,1.0,5.0,8.2
25,T2,1.0,5.0,
25,T1,24.0,5.0,9.2
25,T2,24.0,5.0,
25,T5,24.0,5.0,8.9
26,T1,24.0,5.0,8.9
55,S2,1.0,5.0,9.0
95,T1,1.0,5.0,9.2
99,T1,24.0,5.0,8.9
28,A,21.0,5.0,9.0
97,A,21.0,5.0,9.1
28,A,21.0,5.0,8.6
30,A,21.0,5.0,8.3
80,A,21.0,5.0,8.0
1,T2,24.0,5.0,9.3
1,T2,24.0,5.0,9.7
1,T4,3.0,5.0,8.3
4,T1,4.0,5.0,9.8
1,T1,4.0,5.0,9.3
1,T2,4.0,5.0,10.0
1,T5,4.0,5.0,
1,T1,4.0,5.0,9.7
1,T4,3.0,5.0,9.8
8,T1,4.0,5.0,9.0
8,T4,4.0,5.0,9.5
25,T4,3.0,5.0,
26,T2,18.0,5.0,
2,T4,4.0,5.0,9.7
1,T4,4.0,5.0,9.0
97,A,21.0,4.0,7.5
28,A,,5.0,8.9
30,A,,4.0,7.1
2,T2,24.0,5.0,
1,T1,18.0,5.0,8.1
4,T1,4.0,5.0,10.0
4,T2,4.0,5.0,9.7
4,T1,4.0,5.0,8.3
4,T2,4.0,5.0,8.3
22,T1,18.0,5.0,9.3
26,T1,18.0,5.0,9.0
68,B2,9.0,5.0,8.8
94,T1,18.0,5.0,9.0
53,A,33.0,4.0,8.9
53,A,33.0,4.0,6.8
1,T1,1.0,5.0,7.9
1,T1,1.0,5.0,
1,T1,1.0,5.0,8.2
53,A,33.0,5.0,7.9
53,A,33.0,5.0,8.7
53,A,33.0,5.0,9.2
54,A,33.0,5.0,9.7
27,A,32.0,5.0,8.8
21,A,33.0,5.0,9.2
47,A,33.0,5.0,9.3
9,A,32.0,5.0,9.3
9,A,32.0,5.0,8.9
27,A,32.0,5.0,8.2
27,A,32.0,5.0,8.7
4,A,25.0,5.0,8.8
5,A,25.0,5.0,9.7
53,A,25.0,5.0,8.8
4,A,32.0,5.0,8.0
4,A,32.0,5.0,9.4
5,A,32.0,5.0,8.7
9,A,32.0,5.0,9.0
27,A,32.0,5.0,8.3
68,B2,9.0,5.0,8.4
68,B2,9.0,5.0,9.1
68,B2,9.0,5.0,8.9
68,B2,9.0,5.0,9.8
4,A,33.0,5.0,8.9
5,A,33.0,5.0,8.4
9,A,33.0,5.0,8.8
30,A,33.0,5.0,8.4
47,A,33.0,5.0,9.0
68,A,33.0,5.0,9.9
78,A,33.0,5.0,9.3
99,A,33.0,5.0,8.7
53,A,33.0,4.0,7.7
32,A,25.0,4.0,7.9
81,A,33.0,4.0,7.5
18,A,33.0,5.0,8.4
28,A,33.0,5.0,7.9
5,A,33.0,5.0,8.3
4,A,33.0,5.0,9.2
16,A,33.0,5.0,
7,A,33.0,5.0,8.3
53,A,33.0,5.0,9.4
53,A,25.0,5.0,8.1
67,T1,4.0,5.0,8.5
69,A,33.0,4.0,7.6
1,T1,18.0,5.0,8.5
1,T2,18.0,5.0,9.0
1,T1,3.0,5.0,9.5
2,T1,17.0,5.0,9.1
2,T2,17.0,5.0,9.7
4,T1,4.0,5.0,9.6
4,T2,4.0,5.0,9.5
4,T1,18.0,5.0,9.2
5,S1,17.0,5.0,9.0
8,T4,17.0,5.0,9.9
8,T4,17.0,5.0,
8,S2,17.0,5.0,9.2
9,T1,17.0,5.0,9.0
9,T1,17.0,5.0,8.6
13,T3,18.0,5.0,9.4
13,T4,3.0,5.0,9.4
13,T5,3.0,5.0,9.2
13,T1,18.0,5.0,8.6
13,T5,18.0,5.0,8.0
22,T1,17.0,5.0,8.2
24,S2,17.0,5.0,9.3
26,T1,3.0,5.0,9.2
65,T1,3.0,5.0,9.1
65,T2,3.0,5.0,8.8
65,T5,3.0,5.0,8.5
67,T1,17.0,5.0,8.6
67,T2,17.0,5.0,9.4
68,B2,9.0,5.0,8.9
99,B1,3.0,5.0,7.9
4,A,33.0,5.0,8.6
11,A,33.0,5.0,8.7
21,A,33.0,5.0,9.8
26,A,33.0,5.0,8.4
47,A,33.0,5.0,8.0
48,A,33.0,5.0,9.0
68,A,33.0,5.0,
53,A,25.0,4.0,7.8
54,A,25.0,4.0,7.4
90,A,33.0,5.0,8.3
9,A,32.0,5.0,8.8
27,A,32.0,5.0,8.4
5,A,33.0,5.0,8.1
9,A,32.0,5.0,8.4
27,A,25.0,5.0,8.1
1,T4,17.0,5.0,8.1
7,A,33.0,5.0,8.4
9,A,32.0,5.0,9.3
67,A,32.0,5.0,9.7
1,T2,3.0,5.0,9.5
13,T1,3.0,5.0,8.6
26,T1,18.0,5.0,8.7
30,A,25.0,4.0,6.8
54,A,25.0,4.0,7.5
53,A,33.0,4.0,7.2
66,T3,17.0,5.0,9.3
53,A,25.0,5.0,8.7
99,A,33.0,5.0,8.2
11,A,33.0,5.0,8.3
27,A,33.0,5.0,8.9
27,A,32.0,5.0,8.3
53,A,33.0,5.0,8.2
54,A,33.0,5.0,8.9
75,A,33.0,5.0,8.2
78,A,33.0,5.0,8.6
9,A,33.0,5.0,8.3
27,A,33.0,5.0,8.8
54,A,33.0,5.0,8.2
30,A,25.0,4.0,7.9
53,A,33.0,4.0,7.7
21,A,25.0,4.0,6.9
27,A,25.0,4.0,7.4
9,A,32.0,4.0,7.9
79,A,33.0,4.0,7.4
12,A,33.0,4.0,7.6
21,A,33.0,4.0,7.5
11,A,25.0,3.0,7.0
53,A,33.0,3.0,7.7
54,A,25.0,3.0,6.6
79,A,25.0,3.0,7.3
97,A,25.0,3.0,6.4
21,A,33.0,3.0,6.8
81,A,33.0,3.0,6.8
97,A,33.0,3.0,7.1
5,A,33.0,3.0,7.8
11,A,33.0,3.0,7.0
26,A,33.0,3.0,7.9
30,A,33.0,3.0,6.6
97,A,33.0,3.0,5.5
10,A,33.0,3.0,5.7
53,A,33.0,3.0,4.5
79,A,33.0,3.0,6.8
26,A,25.0,2.0,
28,A,25.0,2.0,2.9
84,A,33.0,2.0,1.7
92,A,33.0,2.0,2.4
98,A,25.0,2.0,2.6
12,A,33.0,2.0,2.2
30,A,33.0,2.0,3.2
1,A,33.0,2.0,4.3
65,A,33.0,2.0,2.6
75,A,33.0,2.0,2.4
29,A,33.0,2.0,2.2
12,T2,24.0,5.0,8.7
4,T1,4.0,5.0,9.5
4,T2,4.0,5.0,
4,T1,4.0,5.0,9.2
4,T2,4.0,5.0,9.4
4,T1,4.0,5.0,8.9
4,T2,4.0,5.0,9.9
9,A,32.0,5.0,8.6
27,A,32.0,5.0,9.3
47,A,33.0,5.0,8.7
48,A,33.0,5.0,8.8
84,A,33.0,5.0,
1,T2,4.0,5.0,9.4
1,T4,4.0,5.0,8.9
1,T1,4.0,5.0,8.9
1,T2,4.0,5.0,9.7
1,T4,4.0,5.0,9.2
1,T1,4.0,5.0,8.5
1,T2,4.0,5.0,9.3
4,T1,4.0,5.0,8.9
4,T2,4.0,5.0,
4,T1,3.0,5.0,8.8
4,T2,3.0,5.0,9.1
8,T4,4.0,5.0,9.2
30,A,33.0,4.0,7.8
54,A,25.0,4.0,6.8
81,A,33.0,4.0,7.7
1,T1,4.0,4.0,7.4
4,A,33.0,3.0,
21,A,33.0,3.0,
98,A,25.0,3.0,6.4
12,A,33.0,2.0,2.1
18,A,33.0,2.0,2.4
26,A,25.0,2.0,3.7
28,A,25.0,2.0,2.6
80,A,33.0,2.0,2.3
2,T1,3.0,5.0,8.4
2,T2,3.0,5.0,
2,T3,3.0,5.0,9.6
2,T4,3.0,5.0,
5,T5,3.0,5.0,
8,T4,4.0,5.0,8.6
9,T1,3.0,5.0,
32,T1,3.0,5.0,
47,T1,4.0,5.0,9.0
47,T1,4.0,5.0,
99,T1,4.0,5.0,
99,T1,4.0,5.0,8.1
1,T1,4.0,5.0,8.9
1,T2,4.0,5.0,9.0
1,T5,4.0,5.0,9.8
1,T1,4.0,5.0,9.2
1,T2,4.0,5.0,9.3
1,T1,3.0,5.0,8.3
1,T2,3.0,5.0,9.6
1,T1,3.0,5.0,9.0
1,T2,3.0,5.0,9.4
1,T2,4.0,5.0,9.0
2,T1,17.0,5.0,9.1
2,T2,17.0,5.0,8.2
3,T1,4.0,5.0,8.0
3,T2,4.0,5.0,8.3
4,T1,4.0,5.0,9.1
8,T4,4.0,5.0,8.9
8,T3,4.0,5.0,9.4
10,T3,4.0,5.0,
68,B2,9.0,5.0,9.3
1,T1,3.0,5.0,
1,T2,3.0,5.0,9.9
1,T4,3.0,5.0,
2,T1,17.0,5.0,8.8
2,T2,17.0,5.0,9.3
2,T1,17.0,5.0,9.0
2,T1,4.0,5.0,8.7
2,T2,4.0,5.0,9.0
2,T1,17.0,5.0,8.7
3,B1,17.0,5.0,8.4
4,T2,3.0,5.0,8.8
9,T1,17.0,5.0,8.8
9,T2,17.0,5.0,9.5
9,T1,4.0,5.0,9.2
19,B1,17.0,5.0,9.8
66,T1,17.0,5.0,9.5
2,T3,4.0,5.0,10.0
2,T3,4.0,5.0,9.6
4,T1,4.0,5.0,
4,T1,17.0,5.0,
4,T1,4.0,5.0,
8,T3,4.0,5.0,
11,T1,4.0,5.0,8.9
88,T1,4.0,5.0,9.5
94,T1,4.0,5.0,9.4
8,T4,3.0,5.0,9.5
68,B2,9.0,5.0,9.3
9,A,32.0,5.0,
27,A,32.0,5.0,9.9
65,A,33.0,5.0,8.9
4,A,33.0,5.0,9.0
18,A,33.0,5.0,8.2
2,T4,17.0,4.0,
98,S1,18.0,4.0,7.4
47,T1,4.0,4.0,
10,A,33.0,4.0,7.6
2,T3,17.0,3.0,
11,T2,4.0,3.0,
5,A,32.0,3.0,6.2
1,T1,4.0,2.0,2.4
80,A,33.0,2.0,2.2
27,A,32.0,5.0,9.3
9,A,32.0,5.0,8.8
19,T1,4.0,5.0,8.2
19,T2,4.0,5.0,9.1
65,T1,4.0,5.0,8.9
65,T2,4.0,5.0,9.6
65,T3,3.0,5.0,9.2
68,B2,9.0,5.0,8.7
10,A,33.0,5.0,8.2
26,A,33.0,5.0,8.2
30,A,33.0,5.0,
53,A,33.0,5.0,8.3
4,A,33.0,5.0,7.9
10,A,33.0,5.0,8.2
11,A,33.0,5.0,9.1
27,A,32.0,5.0,8.5
47,A,32.0,5.0,8.9
79,A,33.0,5.0,8.6
81,A,33.0,5.0,8.5
97,A,33.0,5.0,8.5
1,T2,3.0,5.0,9.4
2,T2,4.0,5.0,
3,T2,4.0,5.0,9.6
3,T2,3.0,5.0,
4,T1,4.0,5.0,
4,T1,4.0,5.0,9.4
4,T2,4.0,5.0,9.4
10,T2,17.0,5.0,9.2
11,T1,4.0,5.0,6.0
11,T2,4.0,5.0,
11,T1,3.0,5.0,
11,T2,3.0,5.0,
28,A,33.0,4.0,7.5
75,A,33.0,4.0,7.1
54,A,33.0,4.0,
84,A,33.0,4.0,7.0
92,A,33.0,4.0,7.1
9,A,32.0,3.0,
9,A,32.0,3.0,6.6
27,A,32.0,2.0,2.1
97,A,33.0,2.0,
9,A,32.0,2.0,2.1
27,A,32.0,3.0,5.7
27,A,32.0,2.0,2.2
96,A,32.0,2.0,3.1
65,T4,4.0,4.0,
99,B1,4.0,3.0,5.8
99,T1,4.0,4.0,
80,A,33.0,2.0,2.2
84,A,33.0,2.0,2.0
99,A,33.0,2.0,3.1
21,A,33.0,3.0,
32,A,33.0,3.0,5.5
69,A,33.0,2.0,
79,A,33.0,2.0,2.4
92,A,33.0,2.0,2.3
5,A,33.0,3.0,6.7
9,A,33.0,4.0,7.7
9,A,32.0,2.0,3.2
12,A,33.0,3.0,4.4
27,A,33.0,4.0,7.7
28,A,33.0,3.0,
47,A,33.0,4.0,7.7
48,A,33.0,3.0,
78,A,33.0,0.0,
80,A,33.0,2.0,2.6
90,A,33.0,3.0,6.3
99,A,33.0,4.0,7.5
1,T1,3.0,4.0,
1,T5,3.0,3.0,
4,T2,4.0,3.0,
10,T1,17.0,4.0,7.6
65,T1,4.0,5.0,9.6
65,T2,4.0,5.0,9.8
65,T4,4.0,5.0,9.9
99,T1,4.0,5.0,10.0
2,T1,4.0,5.0,9.3
2,T2,4.0,5.0,9.9
2,T3,4.0,5.0,
9,T1,4.0,5.0,9.6
47,T1,17.0,5.0,9.2
1,T1,3.0,5.0,8.6
1,T2,3.0,5.0,9.3
1,T1,4.0,5.0,8.9
1,T2,4.0,5.0,9.9
1,T1,3.0,5.0,9.2
1,T2,3.0,5.0,9.7
1,T4,3.0,5.0,9.1
2,T1,3.0,5.0,8.2
2,T2,3.0,5.0,8.3
2,T4,3.0,5.0,9.1
2,T1,17.0,5.0,8.2
2,T2,17.0,5.0,7.9
2,T2,17.0,5.0,9.7
4,T1,3.0,5.0,9.4
4,T2,3.0,5.0,8.9
4,T1,17.0,5.0,8.4
4,T2,17.0,5.0,8.5
11,T1,3.0,5.0,8.8
11,T2,3.0,5.0,8.7
12,T1,3.0,5.0,
12,T1,3.0,5.0,
12,T2,3.0,5.0,
26,T2,17.0,5.0,
94,T1,4.0,5.0,8.3
1,T1,3.0,5.0,8.8
1,T2,3.0,5.0,8.9
1,T4,3.0,5.0,9.0
1,T1,3.0,5.0,9.4
1,T2,3.0,5.0,9.3
1,T1,3.0,5.0,9.5
1,T2,3.0,5.0,9.0
2,T2,17.0,5.0,9.6
2,T1,17.0,5.0,7.9
5,T1,4.0,5.0,9.3
5,T2,4.0,5.0,9.7
5,T4,4.0,5.0,9.9
5,T3,3.0,5.0,
5,T3,3.0,5.0,8.6
9,T1,4.0,5.0,
13,T1,4.0,5.0,9.2
13,T5,4.0,5.0,9.0
14,T2,17.0,5.0,9.8
17,T2,3.0,5.0,
18,T1,4.0,5.0,
18,T6,4.0,5.0,10.0
26,T2,3.0,5.0,10.0
26,T1,4.0,5.0,10.0
1,T1,4.0,4.0,7.6
2,T1,17.0,4.0,7.4
11,T2,4.0,4.0,7.6
4,B1,4.0,2.0,
9,A,32.0,5.0,9.5
26,A,25.0,5.0,9.8
27,A,32.0,5.0,9.0
27,A,32.0,5.0,9.4
47,A,32.0,5.0,9.9
4,A,33.0,5.0,9.1
5,A,33.0,5.0,8.8
11,A,33.0,5.0,8.0
12,A,33.0,5.0,8.0
21,A,33.0,5.0,8.6
27,A,33.0,5.0,9.0
47,A,33.0,5.0,8.4
53,A,33.0,5.0,9.2
54,A,33.0,5.0,8.3
78,A,33.0,5.0,8.8
2,T1,24.0,5.0,9.5
1,T1,24.0,5.0,9.0
2,T3,24.0,5.0,9.2
3,T1,3.0,5.0,8.3
3,T2,3.0,5.0,9.0
4,T1,4.0,5.0,9.8
4,T2,4.0,5.0,9.4
4,T1,4.0,5.0,9.9
4,T2,4.0,5.0,9.4
7,T1,4.0,5.0,
9,T1,4.0,5.0,10.0
9,T2,4.0,5.0,
9,T5,4.0,5.0,
24,B1,4.0,5.0,9.5
24,B2,4.0,5.0,9.2
26,T2,24.0,5.0,9.8
67,T1,3.0,5.0,9.9
67,T2,3.0,5.0,9.7
99,T1,4.0,5.0,8.6
1,T5,18.0,5.0,9.7
1,T2,18.0,5.0,
3,T1,18.0,5.0,8.7
3,T2,18.0,5.0,9.1
4,T1,4.0,5.0,9.4
4,T2,4.0,5.0,9.6
7,T1,4.0,5.0,8.7
7,T2,4.0,5.0,9.5
8,T1,4.0,5.0,9.6
11,T5,3.0,5.0,9.8
12,C1,4.0,5.0,8.1
12,C2,4.0,5.0,
88,T1,4.0,5.0,9.2
99,T1,3.0,5.0,8.4
75,T1,4.0,5.0,9.6
95,T1,17.0,5.0,8.8
1,T1,3.0,5.0,9.1
1,T2,3.0,5.0,9.4
1,T5,3.0,5.0,9.6
1,T5,18.0,5.0,9.3
2,T1,4.0,5.0,10.0
2,T2,4.0,5.0,9.8
2,T1,4.0,5.0,8.8
2,T2,4.0,5.0,8.8
2,T3,4.0,5.0,
2,T4,4.0,5.0,
2,T1,18.0,5.0,
3,T1,3.0,5.0,
3,T2,3.0,5.0,
3,T3,4.0,5.0,
8,T3,18.0,5.0,9.4
10,T2,18.0,5.0,
10,T2,18.0,5.0,9.3
13,T1,4.0,5.0,9.5
13,T2,4.0,5.0,9.5
17,T2,3.0,5.0,9.5
19,T1,18.0,5.0,9.5
65,S2,18.0,5.0,9.4
68,B2,9.0,5.0,9.1
88,T1,4.0,5.0,8.4
1,T5,3.0,5.0,10.0
1,T1,4.0,5.0,8.4
1,T2,4.0,5.0,9.7
2,T1,4.0,5.0,9.0
2,T2,4.0,5.0,10.0
2,T4,4.0,5.0,8.3
15,T1,4.0,5.0,8.9
1,T2,24.0,5.0,8.6
2,T2,17.0,5.0,
9,A,32.0,5.0,8.6
48,A,33.0,5.0,8.4
92,A,33.0,5.0,7.9
9,A,32.0,5.0,8.3
9,A,32.0,5.0,8.7
27,A,32.0,5.0,8.3
27,A,32.0,5.0,9.3
27,A,25.0,5.0,
96,A,25.0,5.0,8.3
4,T2,4.0,3.0,
15,T2,4.0,4.0,7.5
4,B1,4.0,4.0,7.6
99,B1,4.0,4.0,
2,T3,17.0,3.0,
32,A,33.0,2.0,
69,A,33.0,4.0,7.1
99,A,33.0,3.0,4.3
5,A,32.0,3.0,6.5
9,A,32.0,4.0,7.6
9,A,32.0,3.0,6.2
11,A,25.0,3.0,6.5
26,A,25.0,3.0,6.0
27,A,32.0,4.0,7.4
66,T3,4.0,3.0,
28,A,25.0,3.0,4.2
29,A,25.0,3.0,6.8
30,A,25.0,3.0,
47,A,32.0,2.0,3.0
53,A,25.0,3.0,6.8
54,A,25.0,3.0,
79,A,25.0,4.0,7.4
90,A,33.0,4.0,7.8
