loc,type,provider,estimate,RIN
66,T1,4.0,5.0,9.3
95,T1,3.0,5.0,9.2
1,T6,6.0,5.0,9.2
32,T1,3.0,4.0,7.9
1,T1,4.0,4.0,7.1
1,T2,4.0,4.0,7.7
2,T2,4.0,4.0,7.9
4,T1,4.0,4.0,7.7
65,B2,9.0,4.0,7.6
66,T1,4.0,3.0,6.3
1,T4,4.0,2.0,3.7
5,T2,38.0,2.0,4.5
22,T1,4.0,3.0,6.9
1,T1,6.0,2.0,3.7
3,T2,4.0,4.0,7.5
2,T2,4.0,4.0,7.7
2,T1,3.0,4.0,7.8
2,T4,3.0,2.0,2.9
10,T1,3.0,4.0,7.5
1,T2,6.0,5.0,8.0
1,T1,6.0,5.0,9.1
3,T3,6.0,5.0,8.4
7,T2,38.0,5.0,9.1
8,T3,3.0,5.0,8.2
10,T2,3.0,5.0,8.9
25,T2,6.0,5.0,8.0
26,T2,3.0,5.0,8.9
27,T1,6.0,5.0,8.0
32,C2,3.0,5.0,8.7
67,T1,3.0,5.0,8.5
67,T2,3.0,5.0,8.4
88,T1,6.0,5.0,8.4
1,T2,38.0,5.0,8.8
2,T2,4.0,5.0,8.8
4,T2,3.0,5.0,8.4
4,T1,3.0,5.0,8.0
5,T2,38.0,5.0,8.7
5,T2,38.0,5.0,9.0
32,C1,3.0,4.0,7.7
1,T1,6.0,2.0,1.0
9,T1,3.0,4.0,7.6
10,T1,3.0,4.0,7.8
13,T1,24.0,3.0,4.6
13,T2,24.0,4.0,7.4
15,S1,6.0,3.0,
25,T1,6.0,4.0,7.3
32,T1,3.0,2.0,2.4
67,T3,3.0,2.0,2.3
90,B2,13.0,2.0,3.9
90,B2,13.0,4.0,7.8
94,T1,6.0,2.0,4.1
1,T1,4.0,2.0,2.5
1,T2,4.0,2.0,2.4
2,T1,4.0,2.0,2.5
2,T4,4.0,2.0,4.4
2,T2,38.0,3.0,6.9
4,T1,3.0,4.0,7.0
4,T2,3.0,3.0,6.0
5,T1,38.0,4.0,7.7
5,T1,38.0,3.0,6.3
68,B2,9.0,5.0,9.4
94,T1,6.0,5.0,8.4
1,T2,4.0,5.0,8.2
2,T1,4.0,5.0,9.0
2,T4,4.0,5.0,8.9
5,T1,38.0,5.0,8.5
32,T1,3.0,4.0,7.8
1,T1,6.0,2.0,1.4
13,T1,24.0,2.0,4.5
15,S1,6.0,2.0,1.1
67,T3,3.0,3.0,6.5
90,B2,13.0,4.0,7.4
1,T1,4.0,2.0,3.1
2,T2,38.0,4.0,7.8
4,T2,3.0,4.0,7.9
8,T1,3.0,4.0,7.7
8,T2,3.0,4.0,7.0
8,T1,3.0,4.0,7.7
8,T2,3.0,3.0,5.6
8,T2,6.0,3.0,6.0
23,T1,6.0,4.0,7.6
18,A,25.0,5.0,8.0
27,A,36.0,5.0,8.0
1,A,36.0,5.0,8.0
18,A,36.0,5.0,8.9
4,A,25.0,4.0,7.3
30,A,25.0,4.0,7.0
12,A,36.0,4.0,7.1
18,A,36.0,4.0,7.9
30,A,36.0,4.0,7.0
6,A,36.0,4.0,7.9
19,A,36.0,4.0,7.7
9,A,25.0,3.0,5.4
26,A,25.0,3.0,5.4
5,A,36.0,3.0,5.9
9,A,36.0,3.0,6.1
11,A,36.0,3.0,6.2
12,A,36.0,3.0,5.0
26,A,36.0,3.0,6.8
27,A,36.0,3.0,5.3
48,A,36.0,3.0,5.7
9,A,36.0,3.0,5.7
11,A,36.0,3.0,6.9
28,A,36.0,3.0,6.2
30,A,36.0,3.0,6.5
48,A,36.0,3.0,7.7
53,A,36.0,3.0,6.5
54,A,36.0,3.0,6.1
4,A,36.0,3.0,5.9
5,A,25.0,2.0,
28,A,25.0,2.0,3.5
97,A,25.0,2.0,
5,A,36.0,2.0,2.6
9,A,36.0,2.0,2.0
28,A,36.0,2.0,2.4
30,A,36.0,2.0,2.4
53,A,36.0,2.0,3.5
53,A,36.0,2.0,
54,A,36.0,2.0,4.4
54,A,36.0,2.0,
27,A,36.0,2.0,
4,A,25.0,2.0,3.0
5,A,25.0,2.0,2.4
5,A,36.0,2.0,2.4
9,A,25.0,2.0,2.0
9,A,36.0,2.0,2.6
11,A,25.0,2.0,2.6
12,A,25.0,2.0,3.0
18,A,25.0,2.0,4.0
8,S2,6.0,5.0,9.1
13,T2,3.0,5.0,8.4
16,T2,3.0,5.0,9.3
65,T1,3.0,5.0,9.1
65,T2,3.0,5.0,9.4
1,T1,3.0,5.0,8.0
1,T2,3.0,5.0,8.9
18,T2,17.0,5.0,9.3
25,T1,17.0,5.0,8.1
25,T2,17.0,5.0,9.4
26,T1,18.0,5.0,9.0
55,S1,1.0,5.0,8.4
55,S1,1.0,5.0,8.2
65,B2,9.0,5.0,8.8
1,T1,6.0,5.0,7.0
1,T2,6.0,5.0,9.0
2,T1,4.0,5.0,8.2
2,T4,4.0,5.0,
2,T1,4.0,5.0,8.1
2,T2,4.0,5.0,9.1
2,T4,4.0,5.0,
2,T2,4.0,5.0,8.4
2,T4,4.0,5.0,
4,T1,17.0,5.0,
4,T2,17.0,5.0,9.2
8,T2,6.0,5.0,9.9
10,C2,4.0,5.0,9.1
10,T1,4.0,5.0,8.7
10,T1,4.0,5.0,7.9
10,T2,4.0,5.0,8.2
10,T4,4.0,5.0,
10,T5,4.0,5.0,
12,T1,4.0,5.0,
12,T2,4.0,5.0,9.4
95,T1,4.0,5.0,8.9
1,T1,24.0,4.0,2.4
1,T1,24.0,4.0,5.6
8,S1,6.0,4.0,7.4
13,T1,3.0,4.0,7.6
18,T1,17.0,4.0,7.9
2,T2,4.0,4.0,7.9
7,T5,6.0,4.0,7.8
16,T1,3.0,3.0,5.6
7,T2,17.0,3.0,6.7
10,T1,6.0,3.0,6.4
67,T1,1.0,2.0,2.4
67,T2,1.0,2.0,2.4
1,T1,6.0,2.0,3.2
4,A,36.0,5.0,8.6
9,A,36.0,5.0,8.6
27,A,36.0,5.0,8.0
18,A,25.0,5.0,8.0
27,A,36.0,5.0,8.0
1,A,36.0,5.0,8.0
18,A,36.0,5.0,8.9
48,A,36.0,4.0,7.4
11,A,36.0,4.0,7.9
48,A,36.0,4.0,7.5
2,T4,3.0,4.0,8.0
5,A,36.0,3.0,6.8
12,A,36.0,3.0,6.3
26,A,36.0,3.0,5.7
26,A,36.0,3.0,
28,A,36.0,3.0,6.0
30,A,36.0,3.0,6.9
79,A,36.0,3.0,6.6
53,A,36.0,3.0,5.2
8,T2,3.0,3.0,6.8
28,A,36.0,2.0,2.4
54,A,36.0,2.0,
26,A,25.0,2.0,2.3
27,A,25.0,2.0,2.0
27,A,36.0,2.0,4.0
28,A,25.0,2.0,2.6
30,A,25.0,2.0,
30,A,36.0,2.0,2.4
4,A,36.0,5.0,8.6
9,A,36.0,5.0,9.2
18,A,36.0,5.0,8.5
90,B2,13.0,5.0,8.5
90,B2,13.0,5.0,8.0
48,A,36.0,4.0,7.5
11,A,36.0,4.0,7.4
15,A,36.0,4.0,7.4
4,A,36.0,3.0,6.4
27,A,36.0,3.0,5.3
30,A,36.0,3.0,6.9
48,A,25.0,3.0,5.9
98,A,25.0,3.0,
54,A,36.0,3.0,5.6
5,A,36.0,2.0,2.6
28,A,36.0,2.0,3.0
79,A,36.0,2.0,2.7
53,A,36.0,2.0,
54,A,36.0,2.0,
79,A,25.0,2.0,2.6
53,A,25.0,2.0,3.4
53,A,36.0,2.0,2.7
54,A,25.0,2.0,2.2
97,A,25.0,2.0,2.8
1,T2,24.0,5.0,9.2
1,T2,3.0,5.0,9.7
1,T4,4.0,5.0,9.1
1,T2,4.0,5.0,8.8
2,T1,3.0,5.0,8.5
2,T2,3.0,5.0,8.9
2,T2,4.0,5.0,9.1
2,T4,4.0,5.0,8.8
68,B2,9.0,5.0,8.9
68,B2,9.0,5.0,8.8
68,B2,9.0,5.0,8.3
90,B2,13.0,5.0,9.0
2,T2,4.0,5.0,10.0
2,T1,4.0,5.0,8.2
2,T2,4.0,5.0,8.0
4,T1,24.0,5.0,9.3
4,T2,24.0,5.0,8.9
5,T2,17.0,5.0,8.3
5,T1,4.0,5.0,8.5
5,T2,4.0,5.0,9.1
5,T2,17.0,5.0,8.9
7,T1,3.0,5.0,9.0
7,T2,3.0,5.0,10.0
7,T1,4.0,5.0,9.6
7,T2,4.0,5.0,9.6
9,T2,3.0,5.0,9.6
9,T4,3.0,5.0,8.3
10,T1,3.0,5.0,8.5
10,T2,3.0,5.0,9.2
12,T2,,5.0,9.1
16,T2,,5.0,9.0
16,T2,,5.0,8.9
1,T4,4.0,4.0,7.5
1,T1,38.0,4.0,7.1
8,T1,6.0,2.0,2.8
8,T2,6.0,3.0,6.6
90,B2,13.0,3.0,5.7
90,B2,13.0,4.0,7.7
1,T1,24.0,2.0,2.7
1,T1,3.0,2.0,2.6
1,T4,4.0,4.0,7.9
8,T3,4.0,4.0,7.9
66,T1,4.0,2.0,2.4
90,B2,13.0,4.0,7.3
2,T1,4.0,4.0,
5,T1,17.0,4.0,6.7
9,T1,3.0,4.0,7.4
10,T2,4.0,4.0,7.6
1,T1,3.0,5.0,8.1
5,T1,17.0,5.0,8.3
5,T2,17.0,5.0,8.4
5,T1,17.0,5.0,8.5
5,T1,3.0,5.0,8.5
5,T2,3.0,5.0,8.4
8,T2,17.0,5.0,8.3
95,T1,3.0,5.0,8.2
95,T1,4.0,5.0,9.3
1,T2,17.0,5.0,8.9
2,T2,17.0,5.0,8.0
3,T1,24.0,5.0,8.2
3,T2,24.0,5.0,9.1
4,T1,17.0,5.0,8.5
4,T2,17.0,5.0,8.0
4,T1,24.0,5.0,8.1
4,T2,24.0,5.0,8.1
10,T5,4.0,5.0,8.2
8,T1,6.0,4.0,7.7
2,T1,17.0,4.0,7.5
5,T2,17.0,3.0,6.9
90,B2,13.0,3.0,
1,T1,24.0,2.0,2.4
1,T1,17.0,2.0,2.7
1,T2,17.0,5.0,
2,T1,4.0,5.0,8.9
2,T4,4.0,5.0,9.7
3,T1,6.0,5.0,9.6
3,T1,6.0,5.0,9.0
20,T1,6.0,5.0,9.4
25,T4,3.0,5.0,8.8
67,T1,2.0,5.0,8.7
67,T2,2.0,5.0,9.2
95,T1,4.0,5.0,8.2
21,T1,2.0,5.0,8.4
25,T1,6.0,5.0,9.2
66,T1,6.0,5.0,8.4
4,T2,3.0,5.0,9.1
5,T1,17.0,5.0,8.5
5,T2,17.0,5.0,9.1
5,T1,24.0,5.0,8.9
5,T2,24.0,5.0,9.4
8,T1,17.0,5.0,8.7
8,T2,17.0,5.0,9.0
12,C2,17.0,5.0,8.8
27,T1,17.0,5.0,8.3
1,T2,2.0,5.0,8.7
1,T2,6.0,5.0,8.1
1,T5,6.0,5.0,8.6
2,T1,6.0,5.0,8.1
4,T1,3.0,5.0,8.5
16,T1,4.0,5.0,8.8
16,T2,4.0,5.0,8.2
65,T5,6.0,4.0,7.2
5,T2,17.0,4.0,7.4
25,T2,6.0,4.0,7.7
99,T3,6.0,4.0,7.8
5,T3,3.0,4.0,7.6
1,T4,6.0,4.0,7.3
1,T6,38.0,3.0,6.7
65,T1,6.0,3.0,6.2
18,T1,6.0,3.0,6.7
21,T2,2.0,3.0,5.4
2,T2,6.0,3.0,6.6
2,T1,38.0,3.0,6.3
1,T2,6.0,2.0,3.9
1,T1,38.0,2.0,1.9
12,C1,17.0,2.0,2.5
1,T1,6.0,2.0,2.5
2,T2,38.0,2.0,3.6
2,T1,6.0,2.0,3.9
2,T2,4.0,0.0,
21,T2,2.0,5.0,9.8
1,T4,4.0,5.0,9.6
2,T2,2.0,5.0,8.8
3,T1,6.0,5.0,8.7
4,T1,3.0,5.0,9.1
4,T2,3.0,5.0,8.9
4,T5,2.0,5.0,9.5
5,T1,2.0,5.0,8.5
5,T2,2.0,5.0,8.2
8,T1,2.0,5.0,9.1
8,T2,2.0,5.0,8.3
8,T1,2.0,5.0,8.7
8,T2,2.0,5.0,8.7
12,T2,38.0,5.0,8.7
12,T1,2.0,5.0,8.9
1,T2,6.0,4.0,7.5
1,T1,38.0,2.0,2.8
1,T6,38.0,4.0,7.5
2,T2,4.0,4.0,7.8
65,T1,6.0,4.0,7.6
2,T1,4.0,3.0,6.0
8,T1,17.0,4.0,7.3
1,T1,6.0,2.0,2.4
2,T2,6.0,2.0,3.8
2,T1,38.0,3.0,6.1
2,T2,38.0,4.0,7.4
2,T1,6.0,3.0,5.8
18,T1,6.0,4.0,7.4
65,B2,9.0,2.0,2.2
1,T1,17.0,3.0,5.0
1,T1,37.0,2.0,2.4
1,T2,37.0,4.0,7.0
1,T5,37.0,4.0,7.7
5,T1,37.0,2.0,2.5
5,T2,37.0,2.0,3.4
1,T1,3.0,3.0,6.0
1,T2,3.0,4.0,7.8
2,T2,6.0,3.0,6.9
2,T5,6.0,4.0,7.0
2,T1,2.0,4.0,7.6
3,T2,6.0,4.0,7.8
4,T2,3.0,4.0,7.9
4,T1,3.0,4.0,7.5
4,T1,38.0,3.0,5.3
4,T2,38.0,4.0,7.0
5,T2,38.0,2.0,2.5
12,T1,38.0,2.0,3.7
12,T2,2.0,4.0,7.7
13,T2,6.0,5.0,9.0
13,T5,6.0,5.0,
88,T1,4.0,5.0,8.9
7,T2,17.0,5.0,8.1
1,T2,24.0,5.0,8.3
1,T2,17.0,5.0,8.7
1,T2,17.0,5.0,8.7
1,T2,17.0,5.0,8.2
1,T5,6.0,5.0,8.0
2,T3,6.0,5.0,9.2
2,T3,3.0,5.0,8.2
2,T5,3.0,5.0,9.0
2,T1,17.0,5.0,8.1
2,T2,17.0,5.0,7.7
6,T1,6.0,5.0,
9,T1,6.0,5.0,
13,T1,6.0,4.0,7.8
1,T2,1.0,2.0,2.4
10,T2,4.0,4.0,7.9
1,T1,6.0,2.0,2.7
16,T1,3.0,4.0,7.3
1,T1,24.0,2.0,
1,T2,24.0,4.0,6.9
1,T4,4.0,4.0,7.6
1,T1,17.0,2.0,3.3
1,T1,17.0,2.0,2.4
1,T1,6.0,4.0,6.7
1,T4,6.0,4.0,7.2
2,T1,17.0,3.0,6.4
2,T2,17.0,3.0,6.6
4,T1,3.0,4.0,7.4
6,T2,6.0,3.0,
6,T3,6.0,3.0,
7,T1,6.0,2.0,2.3
7,T2,6.0,4.0,5.5
26,T1,3.0,4.0,
1,T1,4.0,5.0,8.3
1,T2,4.0,5.0,9.4
1,T4,4.0,5.0,8.5
1,T2,3.0,5.0,8.5
1,T5,3.0,5.0,9.3
1,T2,4.0,5.0,9.0
3,T1,4.0,5.0,
3,T2,4.0,5.0,
4,T1,4.0,5.0,8.3
4,T2,4.0,5.0,8.5
4,T1,4.0,5.0,8.8
4,T2,4.0,5.0,9.4
4,T1,4.0,5.0,8.0
4,T2,4.0,5.0,
16,T2,4.0,5.0,8.3
62,T3,3.0,5.0,8.5
65,T4,3.0,5.0,8.0
8,T1,6.0,5.0,8.0
2,T1,4.0,4.0,
3,T2,4.0,4.0,
4,T1,4.0,4.0,7.9
4,T2,4.0,4.0,7.5
4,T1,4.0,4.0,7.6
4,T2,4.0,4.0,7.9
16,T1,4.0,4.0,7.8
16,T2,4.0,4.0,9.1
21,T1,17.0,4.0,8.7
26,T2,3.0,4.0,7.0
26,T1,3.0,4.0,7.9
26,T2,3.0,4.0,
65,T5,17.0,4.0,
66,T1,6.0,4.0,7.6
66,T2,6.0,4.0,7.6
99,T1,6.0,4.0,5.9
1,T1,3.0,3.0,5.7
4,T1,4.0,3.0,6.6
94,T1,4.0,3.0,6.3
1,T1,24.0,3.0,5.5
1,T1,17.0,3.0,5.3
7,T1,6.0,3.0,6.0
16,T1,3.0,3.0,4.7
1,T1,4.0,2.0,2.6
4,T2,4.0,2.0,3.7
21,T2,17.0,2.0,3.4
88,T1,4.0,2.0,3.4
94,T2,4.0,2.0,3.5
1,T1,17.0,2.0,2.3
99,T2,6.0,2.0,2.8
1,T2,4.0,5.0,8.9
1,T2,3.0,5.0,8.5
1,T2,3.0,5.0,8.0
1,T5,3.0,5.0,8.7
2,T1,4.0,5.0,7.9
2,T2,4.0,5.0,8.9
2,T1,4.0,5.0,8.3
2,T4,4.0,5.0,9.2
2,T2,3.0,5.0,8.5
3,T3,3.0,5.0,9.0
7,T2,4.0,5.0,9.0
8,T4,4.0,5.0,8.4
13,T1,3.0,5.0,8.7
13,T2,3.0,5.0,9.5
56,B1,4.0,5.0,8.0
56,B2,4.0,5.0,9.8
56,P1,4.0,5.0,8.1
56,P2,4.0,5.0,8.6
65,T4,4.0,5.0,8.0
65,T2,4.0,5.0,7.9
82,T2,4.0,5.0,9.3
1,T4,,5.0,8.5
2,T2,4.0,5.0,8.4
2,T4,4.0,5.0,8.4
8,T4,4.0,5.0,8.2
16,T1,4.0,5.0,8.8
16,T2,4.0,5.0,8.5
16,T1,4.0,5.0,8.9
2,T1,17.0,5.0,8.1
2,T2,4.0,5.0,8.5
2,T4,4.0,5.0,8.5
2,T2,4.0,5.0,6.5
2,T3,4.0,5.0,9.0
2,T4,4.0,5.0,8.2
23,T4,4.0,5.0,8.3
47,T1,4.0,5.0,8.0
56,T2,4.0,5.0,8.0
95,T1,4.0,5.0,8.8
1,T1,6.0,4.0,7.9
1,T2,6.0,4.0,7.8
2,T2,4.0,4.0,6.9
7,T1,4.0,4.0,7.8
10,T1,3.0,4.0,7.5
10,T1,4.0,4.0,7.2
2,T1,4.0,4.0,7.6
2,T2,4.0,4.0,7.5
2,T4,4.0,4.0,7.7
6,T2,6.0,4.0,7.4
6,T3,6.0,4.0,6.9
2,T1,4.0,4.0,7.5
2,T1,4.0,4.0,7.6
65,T1,4.0,4.0,7.0
65,T2,4.0,4.0,7.7
9,T1,3.0,3.0,5.3
22,T1,4.0,3.0,6.3
65,T1,4.0,3.0,6.1
82,T1,4.0,3.0,6.2
2,T2,17.0,3.0,6.7
8,T4,4.0,3.0,6.6
56,T1,4.0,3.0,6.7
88,T1,4.0,3.0,6.2
94,T1,4.0,3.0,5.3
1,T1,4.0,2.0,1.0
1,T1,3.0,2.0,2.5
1,T1,3.0,2.0,2.4
88,T1,4.0,2.0,2.1
2,T1,4.0,2.0,3.1
8,T1,4.0,2.0,3.7
16,T1,4.0,2.0,2.6
88,T1,4.0,2.0,2.1
94,T1,4.0,2.0,2.4
94,T1,4.0,2.0,4.3
90,B2,13.0,5.0,8.8
1,T1,3.0,5.0,8.0
9,T1,3.0,5.0,9.0
65,T1,4.0,5.0,8.3
82,T1,4.0,5.0,9.4
88,T1,4.0,5.0,8.6
8,T4,4.0,5.0,8.9
95,T1,4.0,5.0,8.8
4,T2,4.0,5.0,8.5
4,T1,4.0,5.0,8.2
1,T3,6.0,5.0,8.2
1,T1,3.0,5.0,8.2
1,T2,3.0,5.0,8.9
1,T4,3.0,5.0,9.3
1,T2,6.0,5.0,9.0
3,T1,24.0,5.0,8.6
3,T2,24.0,5.0,8.2
4,C1,4.0,5.0,8.6
7,T1,17.0,5.0,8.3
7,T6,17.0,5.0,9.4
8,T5,3.0,5.0,8.6
13,T4,3.0,5.0,9.5
13,T5,3.0,5.0,9.6
22,T1,6.0,5.0,8.3
65,T4,3.0,5.0,9.5
65,T5,3.0,5.0,9.6
4,T1,4.0,5.0,8.5
1,T2,24.0,5.0,8.4
1,T2,24.0,5.0,8.6
2,T1,24.0,5.0,8.5
2,T1,3.0,5.0,8.0
2,T2,3.0,5.0,8.8
2,T2,3.0,5.0,8.9
2,T4,3.0,5.0,9.3
16,T1,3.0,4.0,7.5
1,T1,4.0,2.0,2.7
22,T1,4.0,4.0,7.7
1,T1,3.0,4.0,7.8
1,T1,4.0,4.0,7.1
4,T2,4.0,4.0,7.8
4,T1,4.0,4.0,7.0
2,T1,4.0,4.0,7.8
8,T1,4.0,4.0,7.7
16,T1,4.0,2.0,2.5
56,T1,4.0,2.0,2.3
88,T1,4.0,3.0,6.2
88,T1,4.0,4.0,7.2
94,T1,4.0,4.0,7.9
94,T1,4.0,4.0,7.3
94,T1,4.0,4.0,7.2
4,T1,4.0,4.0,7.8
4,T2,4.0,4.0,7.8
1,T1,6.0,4.0,7.4
1,T6,6.0,4.0,7.5
2,T2,4.0,4.0,7.8
4,C2,4.0,4.0,7.8
4,T2,4.0,4.0,7.6
1,T1,24.0,0.0,
2,T2,24.0,3.0,6.5
2,T1,3.0,4.0,7.9
1,T1,3.0,5.0,8.7
94,T1,4.0,5.0,8.2
1,T2,1.0,5.0,8.7
2,T2,24.0,5.0,8.6
2,T1,3.0,5.0,8.4
2,T2,3.0,5.0,8.3
2,T1,17.0,5.0,8.9
2,T2,17.0,5.0,9.0
2,T1,1.0,5.0,8.2
2,T2,1.0,5.0,9.3
2,T1,24.0,5.0,8.8
2,T2,24.0,5.0,8.5
4,T1,4.0,5.0,8.3
4,T2,4.0,5.0,8.7
4,T1,3.0,5.0,9.0
4,T2,3.0,5.0,8.8
4,C1,3.0,5.0,9.3
4,C2,3.0,5.0,8.6
4,T5,3.0,5.0,8.6
7,T1,24.0,5.0,8.6
7,T2,24.0,5.0,9.3
8,T1,1.0,5.0,8.8
8,T2,17.0,5.0,8.9
18,T1,1.0,5.0,9.2
18,T2,1.0,5.0,9.4
32,T1,3.0,5.0,9.2
95,T1,3.0,5.0,8.6
95,T1,1.0,5.0,9.0
1,T2,3.0,5.0,8.7
1,T1,17.0,5.0,8.4
2,T2,3.0,5.0,9.0
2,T4,3.0,5.0,9.2
2,T1,3.0,5.0,8.5
2,T2,3.0,5.0,8.2
2,T1,17.0,5.0,8.5
2,T2,17.0,5.0,8.4
2,T1,17.0,5.0,8.6
2,T2,17.0,5.0,8.7
3,T3,17.0,5.0,8.7
4,C1,4.0,5.0,8.7
4,C2,4.0,5.0,9.6
6,T3,17.0,5.0,9.4
13,T1,1.0,5.0,9.8
13,T2,1.0,5.0,9.3
15,S1,3.0,5.0,8.5
15,T6,3.0,5.0,9.7
25,T1,3.0,5.0,9.6
25,T5,3.0,5.0,9.1
25,T6,3.0,5.0,9.6
26,T2,17.0,5.0,8.7
32,T3,3.0,5.0,8.4
62,T5,3.0,5.0,8.9
65,T1,3.0,5.0,8.8
65,T2,3.0,5.0,9.9
65,T2,17.0,5.0,9.9
65,T2,4.0,5.0,9.0
68,B2,9.0,4.0,7.7
90,B2,13.0,4.0,7.8
99,T2,6.0,4.0,7.8
94,T2,4.0,4.0,7.4
11,T1,4.0,4.0,7.5
11,T2,4.0,4.0,6.9
32,C2,3.0,4.0,7.6
1,T1,24.0,2.0,2.4
1,T1,1.0,2.0,3.4
1,T1,24.0,2.0,2.6
8,T1,17.0,2.0,2.9
1,T1,3.0,0.0,
1,T2,17.0,0.0,
2,T1,3.0,0.0,1.0
1,T5,3.0,5.0,8.6
1,T4,3.0,5.0,9.4
1,T1,3.0,5.0,8.0
1,T2,3.0,5.0,9.6
1,T4,3.0,5.0,9.4
2,T4,3.0,5.0,9.3
2,T1,3.0,5.0,8.1
2,T2,3.0,5.0,8.5
2,T4,3.0,5.0,9.5
2,T1,3.0,5.0,8.9
2,T2,3.0,5.0,8.6
2,T4,3.0,5.0,9.5
3,T5,3.0,5.0,9.6
4,T1,3.0,5.0,9.4
4,T2,3.0,5.0,9.5
5,T1,3.0,5.0,8.1
5,T2,3.0,5.0,9.5
19,T1,3.0,5.0,9.1
22,T1,3.0,5.0,8.8
32,T1,3.0,5.0,8.4
62,T5,3.0,5.0,8.7
67,T1,3.0,5.0,8.5
67,T3,3.0,5.0,9.4
90,B2,13.0,5.0,9.1
90,B2,13.0,5.0,9.1
99,T4,3.0,5.0,9.6
1,T1,1.0,5.0,8.4
1,T2,17.0,5.0,8.5
2,T1,3.0,5.0,8.9
75,T6,17.0,5.0,9.6
95,T1,3.0,5.0,9.1
90,B2,13.0,4.0,7.2
90,B2,13.0,4.0,7.1
1,T1,3.0,3.0,6.2
77,T4,3.0,2.0,
90,B2,13.0,2.0,
1,T4,4.0,5.0,9.1
1,T2,4.0,5.0,8.5
2,T1,4.0,5.0,8.8
2,T4,4.0,5.0,9.2
3,T2,37.0,5.0,9.3
3,P1,3.0,5.0,9.4
3,T3,17.0,5.0,9.2
7,T1,4.0,5.0,9.7
8,T2,37.0,5.0,9.2
8,T5,37.0,5.0,9.3
12,T4,4.0,5.0,8.9
15,T4,3.0,5.0,8.1
15,T4,4.0,5.0,8.3
66,T4,4.0,5.0,8.2
1,T1,4.0,4.0,7.8
3,T1,37.0,4.0,7.7
66,T2,4.0,4.0,7.7
2,T1,4.0,4.0,7.1
1,T4,4.0,4.0,7.6
4,T1,3.0,4.0,7.7
12,T2,4.0,3.0,6.5
66,T1,4.0,3.0,5.7
2,T2,6.0,3.0,6.0
4,T1,38.0,3.0,6.3
12,T1,38.0,3.0,6.4
65,B2,9.0,3.0,6.7
1,T2,4.0,3.0,6.7
1,T4,4.0,3.0,6.9
1,T2,6.0,3.0,6.2
12,T1,4.0,2.0,4.8
5,T2,38.0,2.0,2.7
1,T1,37.0,2.0,2.4
12,C1,17.0,2.0,2.1
1,T1,3.0,2.0,2.4
1,T1,4.0,2.0,2.7
1,T1,6.0,2.0,2.6
1,T4,4.0,5.0,9.0
15,T4,4.0,5.0,8.4
8,T1,2.0,5.0,8.9
16,T1,4.0,4.0,7.1
4,T1,4.0,4.0,7.6
16,T2,4.0,4.0,7.3
1,T1,37.0,3.0,5.9
4,T2,4.0,3.0,6.4
4,A,40.0,3.0,5.5
5,A,40.0,3.0,5.6
5,A,40.0,3.0,
9,A,40.0,3.0,6.1
27,A,40.0,3.0,6.8
53,A,40.0,3.0,5.9
53,A,40.0,3.0,5.7
1,T1,4.0,2.0,2.6
1,T1,4.0,2.0,2.5
1,T1,4.0,2.0,2.4
11,A,40.0,2.0,3.8
12,A,40.0,2.0,2.5
26,A,40.0,2.0,2.5
28,A,40.0,2.0,4.5
28,A,40.0,2.0,3.2
54,A,40.0,2.0,4.2
48,A,36.0,5.0,8.4
68,B2,9.0,5.0,9.6
4,A,36.0,4.0,6.7
26,A,36.0,4.0,7.4
27,A,36.0,4.0,6.9
48,A,36.0,4.0,6.8
90,B2,13.0,4.0,7.6
90,B2,13.0,4.0,7.4
90,B2,13.0,4.0,7.9
4,A,36.0,3.0,6.3
5,A,36.0,3.0,6.1
5,A,36.0,3.0,5.7
9,A,36.0,3.0,6.0
9,A,36.0,3.0,6.3
27,A,36.0,3.0,5.9
29,A,36.0,3.0,6.1
30,A,36.0,3.0,
79,A,36.0,3.0,6.4
79,A,36.0,3.0,5.5
53,A,36.0,3.0,5.2
54,A,36.0,3.0,6.0
11,A,36.0,2.0,
12,A,36.0,2.0,3.7
12,A,36.0,2.0,3.7
18,A,36.0,2.0,2.3
18,A,36.0,2.0,3.0
26,A,36.0,2.0,4.9
28,A,36.0,2.0,
28,A,36.0,2.0,4.4
30,A,36.0,2.0,3.4
53,A,36.0,2.0,4.6
54,A,36.0,2.0,3.1
4,A,36.0,2.0,2.5
4,A,36.0,2.0,2.3
4,A,36.0,2.0,2.6
5,A,36.0,2.0,2.2
5,A,36.0,2.0,2.3
9,A,36.0,2.0,2.4
12,A,36.0,2.0,2.0
12,A,36.0,2.0,2.1
18,A,36.0,2.0,2.5
18,A,36.0,2.0,3.5
26,A,36.0,2.0,2.4
26,A,36.0,2.0,2.0
27,A,36.0,2.0,2.5
28,A,36.0,2.0,2.1
28,A,36.0,2.0,2.3
28,A,36.0,2.0,2.3
30,A,36.0,2.0,2.5
48,A,36.0,2.0,2.2
79,A,36.0,2.0,2.3
53,A,36.0,2.0,2.2
54,A,36.0,2.0,2.8
1,T1,6.0,2.0,2.5
1,T2,6.0,2.0,3.6
90,B2,13.0,2.0,2.4
90,B2,13.0,2.0,3.9
90,B2,13.0,2.0,
90,B2,13.0,2.0,
90,B2,13.0,2.0,1.1
7,A,40.0,5.0,8.3
16,T1,4.0,4.0,7.5
